sale_id,date_id,product_id,store_id,actual_sales,forecast_sales,forecast_lower_bound,forecast_upper_bound,units_sold,revenue,cost
372,49,13,8,3317.84,3127.15,2658.08,3596.22,18,3317.84,2003.8
373,49,16,8,847.39,903.93,768.34,1039.52,1,847.39,562.87
374,49,11,4,2298.65,1985.38,1687.57,2283.19,12,2298.65,1562.19
375,50,5,1,1173.38,1202.96,1022.52,1383.4,9,1173.38,772.09
376,50,10,3,674.25,649.94,552.45,747.44,2,674.25,455.12
377,50,16,9,2280.66,2500.7,2125.59,2875.8,3,2280.66,1585.01
378,50,16,8,1672.39,1598.23,1358.49,1837.96,2,1672.39,954.93
379,50,18,8,864.54,875.47,744.15,1006.79,2,864.54,558.73
380,50,2,9,1066.75,930.52,790.94,1070.1,1,1066.75,717.6
381,50,2,1,3706.28,3851.61,3273.87,4429.35,4,3706.28,2076.24
382,50,5,1,904.04,869.65,739.2,1000.09,7,904.04,581.0
383,50,20,8,852.57,860.81,731.69,989.93,16,852.57,521.52
384,50,1,9,3924.85,3673.69,3122.64,4224.74,3,3924.85,2454.34
385,51,14,3,385.77,388.59,330.3,446.88,4,385.77,226.11
386,51,20,9,564.48,525.07,446.31,603.83,9,564.48,344.07
387,51,12,7,2264.06,2597.03,2207.48,2986.59,15,2264.06,1321.93
388,51,3,1,1863.02,1794.37,1525.22,2063.53,1,1863.02,1157.68
389,51,1,3,1298.96,1273.21,1082.23,1464.19,1,1298.96,867.26
390,51,19,2,2745.34,2522.78,2144.36,2901.19,17,2745.34,1881.08
391,51,19,8,1219.39,1063.68,904.13,1223.23,9,1219.39,839.96
392,51,18,10,373.41,412.67,350.77,474.57,1,373.41,206.25
393,51,7,10,1258.44,1338.75,1137.93,1539.56,2,1258.44,767.33
394,51,3,5,3846.58,3923.55,3335.02,4512.08,2,3846.58,2605.74
395,52,18,6,1677.59,1496.39,1271.93,1720.84,4,1677.59,1171.41
396,52,3,9,5188.48,5090.56,4326.97,5854.14,3,5188.48,3506.38
397,52,11,10,4342.07,4207.51,3576.38,4838.64,20,4342.07,2891.96
398,52,1,5,5186.24,4961.9,4217.61,5706.18,4,5186.24,3584.58
399,52,14,3,1745.34,1528.41,1299.15,1757.67,19,1745.34,1121.89
400,52,8,2,226.0,217.87,185.19,250.55,3,226.0,150.88
401,52,5,7,1379.47,1210.42,1028.86,1391.98,11,1379.47,953.82
402,52,15,6,240.24,210.49,178.92,242.07,9,240.24,147.66
403,52,18,9,1958.31,1679.99,1427.99,1931.99,5,1958.31,1181.03
404,52,3,10,10035.15,11130.14,9460.62,12799.66,5,10035.15,5537.91
405,53,13,2,3483.12,3982.78,3385.36,4580.19,18,3483.12,2214.54
406,53,6,7,833.14,783.43,665.92,900.94,2,833.14,519.85
407,53,3,3,7255.64,6819.76,5796.8,7842.73,4,7255.64,4842.41
408,53,12,5,1244.66,1243.1,1056.63,1429.56,8,1244.66,799.7
409,53,15,2,139.34,158.1,134.38,181.81,5,139.34,83.58
410,53,20,7,641.24,627.89,533.71,722.08,11,641.24,431.9
411,53,20,3,568.84,645.17,548.39,741.94,10,568.84,330.0
412,53,11,3,2829.52,2652.49,2254.61,3050.36,13,2829.52,1851.19
413,54,19,4,1598.37,1750.13,1487.61,2012.65,11,1598.37,973.31
414,54,4,10,349.33,354.11,300.99,407.22,7,349.33,227.85
415,54,18,1,1737.4,1586.06,1348.15,1823.97,4,1737.4,1163.45
416,54,3,7,7047.84,6630.96,5636.32,7625.6,4,7047.84,4143.44
417,54,5,7,1534.11,1759.94,1495.95,2023.94,13,1534.11,954.04
418,54,13,9,3300.74,3666.76,3116.75,4216.77,17,3300.74,2022.51
419,54,2,6,5088.73,5721.36,4863.15,6579.56,5,5088.73,2882.28
420,54,8,6,487.94,421.23,358.05,484.41,6,487.94,340.36
421,55,13,6,2308.5,2030.51,1725.94,2335.09,14,2308.5,1346.55
422,55,17,9,5182.48,4748.75,4036.44,5461.07,5,5182.48,3141.19
423,55,15,10,458.56,527.03,447.98,606.09,17,458.56,285.42
424,55,10,7,322.2,364.8,310.08,419.52,1,322.2,184.06
425,55,10,6,1475.37,1484.71,1262.01,1707.42,4,1475.37,888.53
426,55,4,8,708.38,665.93,566.04,765.82,15,708.38,475.7
427,55,4,1,554.95,584.44,496.78,672.11,11,554.95,318.9
428,55,8,9,478.92,454.64,386.44,522.83,6,478.92,294.04
429,55,15,4,386.78,350.39,297.83,402.95,13,386.78,250.87
430,55,13,1,3854.3,3795.99,3226.59,4365.39,20,3854.3,2368.21
431,56,7,4,1887.69,2062.52,1753.14,2371.9,3,1887.69,1055.94
432,56,4,9,286.11,260.11,221.09,299.12,6,286.11,162.25
433,56,16,9,2443.49,2525.08,2146.32,2903.84,3,2443.49,1559.07
434,56,12,6,2287.46,2502.76,2127.35,2878.17,15,2287.46,1500.34
435,56,10,10,1600.08,1424.36,1210.71,1638.02,5,1600.08,908.33
436,57,4,3,610.75,612.73,520.82,704.64,12,610.75,374.23
437,57,5,10,1651.19,1644.58,1397.9,1891.27,13,1651.19,1041.25
438,57,6,9,896.14,799.44,679.52,919.35,2,896.14,535.16
439,57,15,10,62.24,70.68,60.08,81.28,2,62.24,38.76
440,57,7,7,2998.26,2993.73,2544.67,3442.79,5,2998.26,1956.98
441,57,14,8,1329.23,1355.31,1152.02,1558.61,16,1329.23,889.77
442,57,8,5,150.89,152.59,129.7,175.48,2,150.89,86.79
443,58,19,8,2687.8,2746.43,2334.46,3158.39,18,2687.8,1586.29
444,58,18,6,2123.72,1831.67,1556.92,2106.43,5,2123.72,1397.08
445,58,18,4,1469.09,1614.56,1372.38,1856.75,4,1469.09,973.57
446,58,10,1,1329.78,1474.27,1253.13,1695.41,4,1329.78,748.73
447,58,4,4,364.31,373.92,317.84,430.01,7,364.31,219.53
448,58,20,7,362.22,393.18,334.2,452.15,6,362.22,243.42
449,58,2,10,3016.35,3104.0,2638.4,3569.6,3,3016.35,1735.17
450,58,10,5,1663.8,1842.5,1566.13,2118.88,5,1663.8,1161.04
451,59,4,3,743.46,853.3,725.3,981.29,14,743.46,505.59
452,59,5,3,958.98,907.8,771.63,1043.97,8,958.98,563.05
453,59,13,8,908.86,845.8,718.93,972.67,5,908.86,556.34
454,59,15,2,85.31,91.7,77.95,105.46,3,85.31,55.81
455,59,12,8,2301.65,1958.11,1664.39,2251.83,16,2301.65,1533.18
456,59,3,8,6095.91,6636.64,5641.14,7632.13,3,6095.91,3716.42
457,59,14,4,1358.08,1491.85,1268.08,1715.63,16,1358.08,815.75
458,59,19,3,3030.54,3292.66,2798.76,3786.56,19,3030.54,2073.26
459,59,2,1,1024.21,1127.67,958.52,1296.82,1,1024.21,565.82
460,59,6,8,1616.64,1838.78,1562.97,2114.6,4,1616.64,938.21
461,60,5,5,831.96,925.95,787.06,1064.85,6,831.96,469.23
462,60,12,5,435.54,488.3,415.06,561.55,3,435.54,250.36
463,60,13,5,1411.73,1238.6,1052.81,1424.39,8,1411.73,796.61
464,60,7,8,555.0,509.41,433.0,585.82,1,555.0,361.86
465,60,1,1,4144.15,4751.05,4038.39,5463.71,3,4144.15,2541.81
466,60,5,8,366.02,320.93,272.79,369.07,3,366.02,245.56
467,60,4,6,632.8,563.92,479.33,648.5,12,632.8,421.46
468,60,5,3,389.36,331.95,282.16,381.74,3,389.36,252.11
469,60,15,6,208.2,186.42,158.46,214.39,7,208.2,127.37
470,60,15,4,93.9,83.76,71.2,96.32,3,93.9,53.38
471,61,13,6,2413.03,2152.3,1829.45,2475.14,14,2413.03,1427.42
472,61,3,4,9686.8,10329.55,8780.12,11878.99,5,9686.8,5741.73
473,61,1,5,2607.22,2614.67,2222.47,3006.87,2,2607.22,1726.44
474,61,10,1,697.29,616.28,523.84,708.72,2,697.29,435.76
475,61,20,2,1080.98,922.74,784.33,1061.16,17,1080.98,653.09
476,61,11,3,2773.69,2830.58,2406.0,3255.17,13,2773.69,1677.56
477,61,6,8,405.6,352.98,300.03,405.92,1,405.6,239.03
478,61,2,1,4001.28,4155.62,3532.27,4778.96,4,4001.28,2501.43
479,61,14,7,1060.37,1072.01,911.2,1232.81,13,1060.37,681.19
480,61,9,2,906.65,1021.14,867.96,1174.31,10,906.65,631.16
481,62,18,6,1623.59,1751.8,1489.03,2014.57,4,1623.59,1051.24
482,62,3,5,7945.35,8771.2,7455.52,10086.88,4,7945.35,4438.96
483,62,3,7,1881.29,1942.71,1651.31,2234.12,1,1881.29,1121.99
484,62,6,2,467.67,495.94,421.55,570.33,1,467.67,268.71
485,62,12,9,2676.36,2853.62,2425.57,3281.66,17,2676.36,1539.03
486,62,5,5,544.01,467.2,397.12,537.28,4,544.01,365.07
487,63,17,2,3124.27,3196.11,2716.69,3675.53,3,3124.27,1754.46
488,63,15,9,317.06,351.24,298.55,403.93,12,317.06,182.32
489,63,6,5,484.41,509.71,433.25,586.17,1,484.41,274.8
490,63,17,1,1070.67,914.01,776.91,1051.12,1,1070.67,596.25
491,63,12,7,697.17,793.45,674.43,912.46,5,697.17,387.14
492,63,14,4,929.71,1045.7,888.84,1202.55,11,929.71,555.96
493,63,3,10,5263.35,5537.03,4706.47,6367.58,3,5263.35,2936.42
494,64,17,1,3651.49,3613.25,3071.26,4155.24,4,3651.49,2162.94
495,64,10,6,352.71,300.64,255.55,345.74,1,352.71,204.6
496,64,19,5,2826.58,2714.88,2307.65,3122.11,20,2826.58,1966.67
497,64,7,9,1114.28,1258.82,1070.0,1447.64,2,1114.28,616.85
498,64,18,6,434.99,369.93,314.44,425.42,1,434.99,282.13
499,64,10,2,702.16,647.01,549.96,744.06,2,702.16,438.01
500,65,5,5,351.7,323.37,274.86,371.87,3,351.7,238.04
501,65,14,6,1461.71,1279.68,1087.73,1471.63,15,1461.71,824.89
502,65,5,7,394.11,342.36,291.01,393.71,3,394.11,255.92
503,65,5,4,1228.34,1160.17,986.14,1334.19,10,1228.34,823.14
504,65,11,6,2848.86,2485.36,2112.56,2858.17,15,2848.86,1653.5
505,66,4,3,182.84,180.98,153.83,208.13,4,182.84,111.71
506,66,18,6,790.33,781.64,664.39,898.88,2,790.33,535.74
507,66,3,3,6068.88,6427.33,5463.23,7391.43,3,6068.88,3374.6
508,66,11,3,622.21,709.65,603.2,816.09,3,622.21,379.2
509,66,2,5,3188.86,2876.86,2445.33,3308.39,3,3188.86,2209.29
510,66,15,9,495.88,490.24,416.7,563.77,18,495.88,332.53
511,66,5,2,117.69,127.61,108.47,146.75,1,117.69,68.65
512,66,7,7,1863.95,2108.64,1792.34,2424.93,3,1863.95,1048.67
513,66,19,5,404.25,351.43,298.72,404.14,3,404.25,277.06
514,67,5,2,1311.87,1485.94,1263.05,1708.83,11,1311.87,731.49
515,67,19,7,1935.5,1867.41,1587.3,2147.52,13,1935.5,1188.4
516,67,12,4,853.77,839.94,713.95,965.93,6,853.77,488.61
517,67,20,10,1120.01,1051.16,893.49,1208.83,20,1120.01,685.22
518,67,18,8,366.1,353.25,300.26,406.24,1,366.1,224.38
519,67,17,4,5289.55,6066.17,5156.24,6976.09,5,5289.55,3529.65
520,67,12,8,2832.96,2700.41,2295.35,3105.47,18,2832.96,1798.5
521,67,11,7,1676.31,1585.22,1347.44,1823.01,9,1676.31,977.04
522,68,2,8,4852.58,4974.84,4228.62,5721.07,5,4852.58,2838.34
523,68,6,2,926.17,861.3,732.11,990.5,2,926.17,622.8
524,68,2,4,5341.16,5817.68,4945.03,6690.33,5,5341.16,3221.9
525,68,6,3,914.62,998.64,848.84,1148.43,2,914.62,598.75
526,68,19,1,1948.05,1985.22,1687.44,2283.0,12,1948.05,1235.97
527,68,7,8,2880.62,2872.36,2441.5,3303.21,5,2880.62,1623.34
528,68,8,10,571.32,567.55,482.41,652.68,8,571.32,342.65
529,69,7,3,1874.97,2110.53,1793.95,2427.11,3,1874.97,1268.68
530,69,11,1,184.98,196.34,166.89,225.79,1,184.98,105.67
531,69,4,9,642.16,617.81,525.14,710.48,12,642.16,443.92
532,69,13,10,692.6,655.74,557.38,754.1,4,692.6,482.31
533,69,14,8,915.21,1043.91,887.32,1200.49,11,915.21,598.58
534,69,20,6,487.63,533.63,453.58,613.67,8,487.63,295.87
535,69,10,3,729.94,828.22,703.99,952.46,2,729.94,505.34
536,69,13,10,335.24,316.95,269.41,364.5,2,335.24,225.05
537,69,20,4,1032.24,1031.06,876.4,1185.72,19,1032.24,619.01
538,70,8,6,811.28,905.06,769.3,1040.82,11,811.28,457.0
539,70,11,8,189.66,175.41,149.09,201.72,1,189.66,106.24
540,70,9,2,90.05,88.38,75.13,101.64,1,90.05,55.2
541,70,6,7,1933.13,1846.86,1569.83,2123.88,4,1933.13,1172.06
542,70,16,10,1490.19,1299.61,1104.67,1494.55,2,1490.19,1008.65
543,71,1,6,4249.03,3706.26,3150.32,4262.19,3,4249.03,2445.38
544,71,13,3,542.05,606.79,515.77,697.81,3,542.05,305.7
545,71,20,10,982.61,962.37,818.01,1106.72,16,982.61,636.78
546,71,20,7,322.39,306.06,260.15,351.96,6,322.39,224.44
547,71,14,9,1526.79,1426.72,1212.71,1640.73,18,1526.79,894.14
548,71,2,7,5044.61,5030.91,4276.28,5785.55,5,5044.61,2815.78
549,71,1,7,1245.62,1306.17,1110.24,1502.09,1,1245.62,797.24
550,72,4,1,320.42,300.41,255.35,345.47,7,320.42,180.17
551,72,4,5,633.3,708.32,602.07,814.57,13,633.3,373.49
552,72,18,7,777.41,749.76,637.3,862.23,2,777.41,449.34
553,72,2,5,3968.07,3642.19,3095.86,4188.52,4,3968.07,2342.29
554,72,2,3,916.22,873.29,742.29,1004.28,1,916.22,578.34
555,72,19,4,2446.51,2363.65,2009.1,2718.2,18,2446.51,1537.36
556,73,16,10,1590.41,1389.52,1181.09,1597.95,2,1590.41,1090.1
557,73,2,9,5395.05,5881.34,4999.14,6763.54,5,5395.05,3515.58
558,73,20,3,257.2,253.27,215.28,291.26,4,257.2,178.08
559,73,6,4,830.86,811.76,690.0,933.53,2,830.86,580.14
560,73,14,4,474.74,440.25,374.22,506.29,5,474.74,325.96
561,73,3,2,7681.63,7801.59,6631.35,8971.82,4,7681.63,5211.94
562,73,17,8,1056.25,1095.25,930.96,1259.53,1,1056.25,663.73
563,73,14,2,1158.69,1181.84,1004.56,1359.12,14,1158.69,738.55
564,73,4,2,983.05,1067.32,907.22,1227.42,19,983.05,668.59
565,74,14,5,1192.82,1218.59,1035.8,1401.38,13,1192.82,740.69
566,74,6,5,1668.07,1722.45,1464.08,1980.81,4,1668.07,1091.0
567,74,2,7,3111.19,2690.52,2286.94,3094.1,3,3111.19,1932.93
568,74,9,6,95.79,104.23,88.59,119.86,1,95.79,57.15
569,74,16,2,1481.15,1691.87,1438.09,1945.65,2,1481.15,913.08
570,74,11,5,2844.49,2494.01,2119.91,2868.11,14,2844.49,1752.94
571,74,14,8,1624.11,1780.52,1513.44,2047.6,17,1624.11,1018.79
572,75,3,5,9311.53,10095.14,8580.87,11609.41,5,9311.53,5853.63
573,75,19,1,839.07,922.87,784.44,1061.3,6,839.07,566.83
574,75,8,1,1078.48,1033.31,878.31,1188.3,15,1078.48,625.38
575,75,12,8,2480.79,2795.66,2376.31,3215.01,17,2480.79,1617.91
576,75,8,6,1287.77,1163.21,988.73,1337.7,16,1287.77,876.42
577,75,19,9,1732.3,1907.78,1621.61,2193.95,12,1732.3,1019.98
578,76,3,5,1855.92,1668.23,1418.0,1918.47,1,1855.92,1180.06
579,76,7,4,1240.58,1154.63,981.44,1327.83,2,1240.58,758.52
580,76,1,1,5623.65,5872.28,4991.44,6753.12,4,5623.65,3600.1
581,76,1,4,3981.44,4510.58,3834.0,5187.17,3,3981.44,2615.45
582,76,9,7,1377.5,1360.55,1156.47,1564.64,13,1377.5,802.71
583,76,10,9,1709.11,1505.2,1279.42,1730.98,5,1709.11,1071.14
584,76,12,9,3044.99,2860.9,2431.77,3290.04,20,3044.99,1724.12
585,76,3,6,5857.19,6492.39,5518.53,7466.25,3,5857.19,3450.89
586,76,10,4,700.41,645.85,548.97,742.72,2,700.41,391.19
587,76,20,7,672.46,717.1,609.54,824.67,11,672.46,435.96
588,77,9,7,1258.24,1082.84,920.41,1245.26,13,1258.24,825.67
589,77,19,4,1713.26,1570.56,1334.98,1806.15,11,1713.26,1079.69
590,77,16,6,3835.36,3455.64,2937.29,3973.99,5,3835.36,2487.77
591,77,18,3,1100.67,977.81,831.14,1124.49,3,1100.67,648.07
592,77,18,3,1233.97,1131.15,961.48,1300.83,3,1233.97,720.02
593,77,10,7,1020.13,1046.32,889.37,1203.27,3,1020.13,632.04
594,77,4,8,105.18,107.82,91.65,123.99,2,105.18,72.75
595,78,16,4,3691.23,3891.33,3307.63,4475.03,5,3691.23,2323.54
596,78,14,1,412.73,375.62,319.27,431.96,5,412.73,252.33
597,78,19,8,717.64,764.07,649.46,878.68,5,717.64,478.55
598,78,16,6,1538.37,1334.39,1134.23,1534.54,2,1538.37,950.42
599,78,7,3,3153.43,3143.57,2672.03,3615.1,5,3153.43,2095.56
600,79,5,10,1854.22,1800.48,1530.41,2070.55,14,1854.22,1288.31
601,79,13,1,360.42,385.36,327.56,443.16,2,360.42,249.59
602,79,11,9,1258.69,1071.44,910.73,1232.16,7,1258.69,830.79
603,79,8,6,731.37,705.82,599.95,811.69,10,731.37,466.83
604,79,6,2,430.88,403.84,343.26,464.42,1,430.88,284.02
605,80,17,6,4306.07,4946.13,4204.21,5688.05,4,4306.07,2589.71
606,80,16,6,1490.9,1672.89,1421.95,1923.82,2,1490.9,1001.59
607,80,1,4,2716.04,2415.54,2053.21,2777.87,2,2716.04,1792.89
608,80,19,9,826.62,878.97,747.13,1010.82,6,826.62,552.86
609,80,13,5,3301.35,3394.37,2885.22,3903.53,18,3301.35,1839.49
610,80,4,1,101.72,99.18,84.3,114.06,2,101.72,61.75
611,80,18,5,1660.44,1513.73,1286.67,1740.79,4,1660.44,1084.03
612,80,1,5,5364.0,5625.47,4781.65,6469.29,4,5364.0,3167.42
613,80,20,3,880.62,776.25,659.81,892.68,14,880.62,579.29
614,81,10,2,348.84,360.25,306.21,414.29,1,348.84,232.57
615,81,17,4,3118.94,2927.45,2488.34,3366.57,3,3118.94,1733.85
616,81,16,4,3087.72,2627.1,2233.03,3021.16,4,3087.72,2009.32
617,81,4,10,728.99,639.34,543.44,735.24,16,728.99,456.9
618,81,4,5,388.61,444.25,377.62,510.89,8,388.61,229.13
619,82,4,3,104.9,100.5,85.43,115.58,2,104.9,68.35
620,82,14,2,381.01,425.62,361.78,489.46,4,381.01,210.11
621,82,5,3,1378.57,1352.81,1149.89,1555.73,11,1378.57,886.79
622,82,3,6,5335.66,5176.84,4400.31,5953.36,3,5335.66,3704.8
623,82,9,7,1679.01,1753.98,1490.89,2017.08,16,1679.01,1124.16
624,83,5,1,712.65,800.57,680.49,920.66,6,712.65,443.56
625,83,19,8,913.9,990.44,841.88,1139.01,6,913.9,586.46
626,83,5,8,1904.22,1853.54,1575.51,2131.57,16,1904.22,1060.45
627,83,9,6,103.05,108.55,92.27,124.83,1,103.05,68.54
628,83,19,10,1305.93,1372.47,1166.6,1578.34,8,1305.93,784.53
629,84,20,2,852.72,788.4,670.14,906.66,14,852.72,513.22
630,84,13,3,3474.64,3592.35,3053.49,4131.2,18,3474.64,1917.12
631,84,6,9,1922.39,2135.44,1815.12,2455.76,4,1922.39,1078.9
632,84,16,6,1543.95,1441.2,1225.02,1657.38,2,1543.95,966.58
633,84,18,7,1697.22,1482.77,1260.36,1705.19,4,1697.22,1046.55
634,84,19,8,478.88,471.27,400.58,541.97,3,478.88,271.91
635,84,16,1,783.57,674.46,573.29,775.63,1,783.57,495.5
636,84,3,10,9756.18,10897.98,9263.29,12532.68,5,9756.18,6188.83
637,84,15,6,370.64,405.84,344.97,466.72,12,370.64,250.79
638,85,18,10,1984.28,2077.84,1766.16,2389.52,5,1984.28,1304.44
639,85,4,2,352.97,337.63,286.99,388.28,8,352.97,227.68
640,85,10,9,1700.99,1500.1,1275.08,1725.11,5,1700.99,1164.38
641,85,16,3,2944.77,3042.7,2586.29,3499.1,4,2944.77,1702.46
642,85,13,4,2859.29,2593.87,2204.79,2982.95,15,2859.29,1717.54
643,85,14,1,1563.57,1747.33,1485.23,2009.43,19,1563.57,967.24
644,85,19,9,814.11,693.06,589.1,797.02,5,814.11,537.67
645,86,14,10,1544.86,1675.13,1423.86,1926.4,16,1544.86,1060.59
646,86,19,3,685.93,718.34,610.59,826.1,5,685.93,439.63
647,86,11,9,2544.92,2628.13,2233.91,3022.35,13,2544.92,1664.06
648,86,8,5,1122.22,1280.62,1088.53,1472.71,13,1122.22,693.45
649,86,5,3,1843.03,2056.7,1748.19,2365.2,14,1843.03,1155.29
650,86,18,6,2047.9,1864.14,1584.52,2143.76,5,2047.9,1318.08
651,86,10,6,765.19,799.65,679.7,919.6,2,765.19,530.85
652,86,17,9,3123.09,3367.41,2862.3,3872.52,3,3123.09,1981.1
653,86,19,10,2158.69,2413.77,2051.7,2775.83,14,2158.69,1360.16
654,87,1,9,1175.67,1050.57,892.99,1208.16,1,1175.67,764.82
655,87,7,5,1313.85,1386.14,1178.22,1594.06,2,1313.85,751.48
656,87,2,5,2099.34,1804.78,1534.06,2075.5,2,2099.34,1410.97
657,87,4,10,946.36,1015.18,862.9,1167.46,18,946.36,600.17
658,87,8,9,820.48,708.98,602.63,815.32,10,820.48,498.23
659,87,14,6,1459.04,1565.7,1330.84,1800.55,18,1459.04,846.92
660,87,15,4,365.76,370.87,315.24,426.5,12,365.76,234.27
661,87,7,5,2241.42,2364.25,2009.61,2718.88,4,2241.42,1295.65
662,88,17,2,3628.87,3388.4,2880.14,3896.66,4,3628.87,2139.72
663,88,6,10,1213.82,1201.56,1021.33,1381.79,3,1213.82,838.29
664,88,2,3,3055.07,3305.89,2810.0,3801.77,3,3055.07,1966.87
665,88,10,8,1762.51,1536.67,1306.17,1767.17,5,1762.51,1156.47
666,88,17,4,2006.23,2178.52,1851.75,2505.3,2,2006.23,1151.39
667,88,18,9,1465.75,1343.15,1141.68,1544.63,4,1465.75,853.07
668,89,11,6,1877.94,2020.28,1717.24,2323.33,10,1877.94,1182.3
669,89,18,1,412.48,405.76,344.89,466.62,1,412.48,282.83
670,89,20,10,515.32,543.54,462.01,625.07,8,515.32,308.23
671,89,4,7,444.55,415.59,353.25,477.92,9,444.55,305.27
672,89,12,9,2505.42,2162.57,1838.18,2486.95,17,2505.42,1715.57
673,89,7,6,2744.82,2412.12,2050.3,2773.93,5,2744.82,1909.7
674,89,18,9,409.13,373.63,317.59,429.68,1,409.13,263.65
675,90,14,2,627.7,665.88,566.0,765.77,7,627.7,437.15
676,90,14,2,402.61,428.81,364.49,493.13,5,402.61,223.73
677,90,3,1,4021.49,4091.56,3477.83,4705.3,2,4021.49,2558.65
678,90,8,5,1081.23,1123.47,954.95,1291.99,14,1081.23,664.91
679,90,1,7,1308.05,1363.55,1159.01,1568.08,1,1308.05,840.75
680,90,19,1,434.28,434.65,369.45,499.85,3,434.28,257.73
681,91,10,10,333.75,376.47,320.0,432.94,1,333.75,202.66
682,91,1,8,2615.39,2330.09,1980.58,2679.6,2,2615.39,1591.85
683,91,18,5,765.77,854.67,726.47,982.87,2,765.77,532.06
684,91,12,1,2883.02,2572.85,2186.92,2958.77,18,2883.02,1603.73
685,91,19,10,1951.39,2213.06,1881.1,2545.02,13,1951.39,1162.45
686,91,12,4,2255.23,2493.01,2119.06,2866.97,14,2255.23,1288.57
687,91,6,4,2395.3,2175.65,1849.3,2501.99,5,2395.3,1382.58
688,91,19,1,2661.22,2700.87,2295.74,3106.0,18,2661.22,1579.7
689,91,3,5,1784.08,1827.22,1553.13,2101.3,1,1784.08,1235.89
690,91,12,3,1096.65,1135.97,965.58,1306.37,8,1096.65,751.23
691,92,16,8,2452.77,2309.78,1963.32,2656.25,3,2452.77,1563.95
692,92,19,10,1898.03,2159.2,1835.32,2483.08,12,1898.03,1091.93
693,92,11,4,1659.56,1729.68,1470.23,1989.14,8,1659.56,981.64
694,92,12,3,1762.87,1743.22,1481.74,2004.71,11,1762.87,1064.44
695,92,10,8,1608.48,1678.72,1426.91,1930.53,5,1608.48,904.44
696,92,9,3,1673.81,1791.08,1522.42,2059.74,18,1673.81,1077.92
697,92,3,1,9744.96,10658.96,9060.12,12257.81,5,9744.96,6205.93
698,93,7,1,2851.61,3188.66,2710.36,3666.96,5,2851.61,1799.23
699,93,5,6,1584.2,1713.54,1456.51,1970.57,13,1584.2,1045.54
700,93,10,3,1396.31,1224.8,1041.08,1408.52,4,1396.31,844.18
701,93,1,4,6734.23,7253.85,6165.77,8341.93,5,6734.23,3845.62
702,93,6,3,2446.47,2563.47,2178.95,2947.99,5,2446.47,1700.69
703,93,16,6,754.07,751.27,638.58,863.96,1,754.07,421.85
704,93,12,4,308.05,309.7,263.25,356.16,2,308.05,206.0
705,93,13,8,2889.89,2491.01,2117.35,2864.66,15,2889.89,1870.57
706,93,4,9,470.54,437.13,371.56,502.69,9,470.54,297.22
707,94,13,7,2185.67,2446.78,2079.77,2813.8,12,2185.67,1227.64
708,94,9,7,794.59,759.53,645.6,873.46,8,794.59,540.45
709,94,16,8,3600.77,4013.46,3411.44,4615.48,5,3600.77,2218.02
710,94,8,2,1381.54,1261.97,1072.68,1451.27,17,1381.54,798.58
711,94,12,10,615.2,599.45,509.53,689.36,4,615.2,368.84
712,94,4,8,780.71,801.97,681.68,922.27,16,780.71,505.19
713,95,1,4,1202.32,1235.63,1050.29,1420.98,1,1202.32,685.58
714,95,17,1,4642.22,4177.54,3550.91,4804.17,5,4642.22,3195.55
715,95,17,7,5463.77,5689.36,4835.95,6542.76,5,5463.77,3725.07
716,95,10,2,690.91,793.05,674.09,912.0,2,690.91,469.88
717,95,6,4,1832.22,1994.16,1695.04,2293.29,4,1832.22,1233.21
718,95,6,10,2139.27,2283.15,1940.68,2625.62,5,2139.27,1286.56
719,95,15,10,503.49,485.09,412.33,557.85,19,503.49,286.9
720,95,1,4,6962.11,6971.22,5925.53,8016.9,5,6962.11,4267.56
721,96,20,2,352.29,364.42,309.76,419.08,6,352.29,195.82
722,96,18,9,366.54,384.06,326.45,441.67,1,366.54,251.19
723,96,18,1,1603.04,1540.7,1309.59,1771.8,4,1603.04,892.12
724,96,17,7,2173.19,2161.54,1837.31,2485.77,2,2173.19,1445.83
725,96,12,10,2603.23,2317.3,1969.71,2664.9,19,2603.23,1618.09
726,96,8,2,805.53,816.1,693.68,938.51,10,805.53,474.19
727,97,1,10,5998.56,5111.72,4344.96,5878.48,5,5998.56,3888.16
728,97,11,7,2200.1,2151.31,1828.61,2474.01,12,2200.1,1403.24
729,97,9,9,1403.93,1451.05,1233.39,1668.71,14,1403.93,981.02
730,97,13,4,2532.12,2575.84,2189.47,2962.22,14,2532.12,1460.54
731,97,18,9,1517.41,1429.39,1214.98,1643.8,4,1517.41,912.95
732,98,13,3,751.49,739.45,628.53,850.36,4,751.49,492.15
733,98,6,2,899.5,976.7,830.19,1123.2,2,899.5,602.78
734,98,20,1,346.15,360.26,306.22,414.3,6,346.15,232.15
735,98,5,8,2546.65,2213.61,1881.57,2545.66,20,2546.65,1485.38
736,98,3,10,1984.26,2240.64,1904.54,2576.74,1,1984.26,1210.59
737,98,17,5,4552.91,4926.62,4187.63,5665.61,5,4552.91,2623.8
738,98,16,8,751.33,786.69,668.69,904.7,1,751.33,503.83
739,98,10,4,368.82,369.99,314.49,425.49,1,368.82,241.49
740,98,20,3,114.69,120.02,102.02,138.03,2,114.69,79.86
741,98,3,5,7372.87,7140.94,6069.8,8212.08,4,7372.87,4703.24
742,99,1,2,1311.88,1400.88,1190.75,1611.02,1,1311.88,831.56
